"album_id";"name";"lastfm_playcount";"lastfm_listeners"
"1266";"Oh, Inverted World";"20521110";"1120728"
"1267";"Illinois";"19608629";"598434"
"1268";"Transatlanticism";"30107412";"1016310"
"1269";"2006-02-04: Kulturbolaget, Malmö, Sweden";"9602";"7543"
"1270";"(What's the Story) Morning Glory?";"20026370";"1543190"
"1271";"Details";"11826567";"752234"
"1272";"2008-10-21: Comcast Arena, Everett, WA, USA";"9747";"5735"
"1273";"A Rush of Blood to the Head";"49568177";"2318150"
"1274";"2004-11-09: Seattle, WA, USA";"116466";"67958"
"1275";"KFOG Private Concert";"9439";"5051"
"1276";"Final Straw";"0";"0"
"1277";"Snakes on a Plane (Bring It)";"7720";"1404"
"1278";"In the Aeroplane Over the Sea";"29364895";"822147"
"1279";"Silent Alarm";"35853248";"1402621"
"1280";"Parachutes";"41706304";"2049906"
"1281";"Absolution";"57297766";"1872136"
"1282";"2004-04-16: Austin, TX, USA";"834977";"327748"
"1283";"The Bends";"0";"0"
"1284";"Revolver";"23335784";"744267"
"1285";"Around the Well";"3188163";"186203"
"1286";"Californication";"0";"0"
"1287";"Abbey Road";"38734735";"996076"
"1288";"Antics";"0";"0"
"1289";"A Mark, A Mission, A Brand, A Scar";"0";"1"
"1290";"Sublime";"0";"0"
"1291";"Saosin";"10290686";"427970"
"1292";"The Crane Wife";"9962312";"540691"
"1293";"The Information";"6585552";"397828"
"1294";"The Black Parade is Dead!";"887177";"78088"
"1295";"The Devil and God Are Raging Inside Me";"0";"0"
"1296";"Your Favorite Weapon";"9667085";"361940"
"1297";"Deja Entendu";"0";"0"
"1298";"Sgt. Pepper's Lonely Hearts Club Band";"0";"1"
"1299";"1";"17142477";"627325"
"1300";"Magical Mystery Tour";"0";"1"
"1301";"9";"13599011";"636758"
"1302";"Return To Cookie Mountain";"9275837";"555973"
"1303";"Black Holes and Revelations";"52447651";"1864702"
"1304";"Hissing Fauna, Are You the Destroyer?";"10410863";"402496"
"1305";"A Weekend In The City";"18038228";"892040"
"1306";"Cassadaga";"9325367";"453271"
"1307";"Elephant";"27009405";"1322279"
"1308";"Sky Blue Sky";"7376112";"330373"
"1309";"Lies For The Liars";"10022633";"461679"
"1310";"On Letting Go";"8319064";"276047"
"1311";"White Blood Cells";"0";"0"
"1312";"Our Love to Admire";"20131924";"1071643"
"1313";"2007-05-22: Le Grand Rex, Paris, France";"1344";"453"
"1314";"2008-02-18: Brabanthallen, Den Bosch, The Netherlands";"704";"284"
"1315";"Ga Ga Ga Ga Ga";"7798293";"472818"
"1316";"The Con";"0";"1"
"1317";"Let It Die";"0";"0"
"1318";"I'll Take The Blame EP";"268943";"62250"
"1319";"Discovery";"43422938";"1824913"
"1320";"The Alternate Abbey Road";"223818";"79837"
"1321";"Under The Blacklight";"5697464";"341422"
"1322";"Kala";"13580209";"600373"
"1323";"Strawberry Jam";"9228351";"370809"
"1324";"2006-07-03: Tavastia, Helsinki, Finland";"2799";"1371"
"1325";"Even If It Kills Me";"4726315";"259091"
"1326";"The Shepherd's Dog";"0";"0"
"1327";"2005-12-16: Trabendo Session, Paris, France";"1180";"701"
"1328";"OK Computer";"0";"0"
"1329";"Kid A";"35811421";"1310164"
"1330";"In Rainbows";"0";"0"
"1331";"Amnesiac";"25077130";"934708"
"1332";"The Flying Club Cup";"18418563";"536151"
"1333";"Chase This Light";"6939336";"333577"
"1334";"In Defense of the Genre";"4423683";"163129"
"1335";"Weezer";"11656153";"1097811"
"1336";"Nude";"28953";"5466"
"1337";"2002-08-05: Palacio de Congresos, Salamanca, Spain";"21047";"12477"
"1338";"In Rainbows Disk 2";"0";"1"
"1339";"Sound Of Silver";"12937129";"786293"
"1340";"Person Pitch";"0";"1"
"1341";"Boxer";"0";"1"
"1342";"The Cool";"4367538";"147259"
"1343";"Cease to Begin";"15678170";"763934"
"1344";"The Moldy Peaches";"3267597";"181701"
"1345";"Dear Catastrophe Waitress";"6636730";"343311"
"1346";"Remember That I Love You";"2348676";"209942"
"1347";"The Ultimate Collection";"2082287";"354663"
"1348";"The Covers Record";"5160649";"347253"
"1349";"Tigermilk";"4594340";"369140"
"1350";"Vampire Weekend";"0";"0"
"1351";"The Bedlam in Goliath";"5202096";"234260"
"1352";"Ghosts I-IV";"9115088";"250970"
"1353";"Saturdays = Youth";"12034940";"636346"
"1354";"The Slip";"7773304";"390145"
"1355";"Third";"0";"0"
"1356";"Fleet Foxes";"28655269";"979949"
"1357";"Feed the Animals";"7739248";"178268"
"1358";"The Singles 1999 - 2008";"601000";"13217"
"1359";"Modern Guilt";"8293074";"398481"
"1360";"Coastal Chill 09";"307";"31"
"1361";"For Emma, Forever Ago";"0";"0"
"1362";"Dear Science";"6321163";"261526"
"1363";"2008-10-11: Lupo's Heartbreak Hotel, Providence, RI, USA";"1186";"244"
"1364";"The Glass Passenger";"4920803";"97493"
"1365";"Perfect Symmetry";"6214214";"252511"
"1366";"Merriweather Post Pavilion";"20048813";"485494"
"1367";"Blood Bank";"6160848";"530378"
"1368";"Noble Beast";"5995790";"210370"
"1369";"Tonight: Franz Ferdinand";"0";"0"
"1370";"Incredibad";"0";"0"
"1371";"It's Blitz!";"19077575";"885960"
"1372";"Middle Cyclone";"3883254";"108526"
"1373";"The Hazards of Love";"5606054";"139042"
"1374";"Crack the Skye";"6808904";"189020"
"1375";"Manners";"20409895";"935974"
"1376";"Wilco (The Album)";"2975510";"99591"
"1377";"Veckatimest";"17476087";"518078"
"1378";"Relapse";"10908814";"536451"
"1379";"Two Suns";"12877351";"501444"
"1380";"The Ecstatic";"5189410";"323673"
"1381";"Bitte Orca";"4886622";"189673"
"1382";"Bad";"6351441";"583157"
"1383";"The Essential Michael Jackson";"0";"0"
"1384";"Far";"12098545";"342286"
"1385";"Horehound";"8742853";"436991"
"1386";"The Queen Is Dead";"17556907";"694324"
"1387";"Soviet Kitsch";"8516731";"359199"
"1388";"Sun Giant";"3760642";"298406"
"1389";"The Funeral";"420493";"166711"
"1390";"These Are My Twisted Words";"73975";"12227"
"1391";"Ellipse";"5447235";"269101"
"1392";"Daisy";"7791531";"201819"
"1393";"xx";"66019182";"1101856"
"1394";"1962-1966";"1466414";"64926"
"1395";"Man On The Moon: The End of The Day";"360873";"12098"
"1396";"Dat Kid From Cleveland";"1379267";"44554"
"1397";"Monsters of Folk";"3737629";"156039"
"1398";"Album";"5998023";"328495"
"1399";"Funeral";"0";"0"
"1400";"Contra";"21045727";"670509"
"1401";"Embryonic";"3919160";"130540"
"1402";"Say Anything";"3178133";"98756"
"1403";"iTunes Originals";"4945";"628"
"1404";"The Colour and the Shape";"19994881";"1445179"
"1405";"Phrazes For The Young";"5969178";"404896"
"1406";"Battle Studies";"12209065";"482667"
"1407";"Doolittle";"22119335";"1056517"
"1408";"Fall Be Kind";"1308127";"64932"
"1409";"Them Crooked Vultures";"0";"0"
"1410";"Teen Dream";"0";"1"
"1411";"Odd Blood";"9509242";"403665"
"1412";"Conditions";"13734417";"702723"
"1413";"Transference";"3604297";"243862"
"1414";"Broken Bells";"14038942";"684906"
"1415";"Have One on Me";"5420146";"99164"
"1416";"Plastic Beach";"0";"0"
"1417";"Plastic Beach Live";"49558";"3360"
"1418";"Congratulations";"10807435";"491851"
"1419";"Volume Two";"7295484";"202936"
"1420";"Up From Below";"6867250";"428010"
"1421";"Gorilla Manor";"12836003";"573180"
"1422";"This Is Happening";"8602459";"481131"
"1423";"Forgiveness Rock Record";"6277973";"339364"
"1424";"High Violet";"23920784";"456550"
"1425";"OMNI";"2407195";"109195"
"1426";"LP4";"4865997";"197541"
"1427";"Together";"2669661";"123745"
"1428";"Treats";"9895386";"477361"
"1429";"iTunes Session";"301677";"38852"
"1430";"Infinite Arms";"8179575";"468159"
"1431";"How to Destroy Angels";"2180171";"89821"
"1432";"Sir Lucious Left Foot... The Son of Chico Dusty";"103661";"5918"
"1433";"Crazy for You";"11016946";"283886"
"1434";"The Suburbs";"41947064";"694482"
"1435";"Neon Bible";"22127179";"906231"
"1436";"All Delighted People EP";"1751744";"77406"
"1437";"Devil In A New Dress";"20055";"3576"
"1438";"Lungs";"0";"0"
"1439";"Hurley";"1225665";"97861"
"1440";"Halcyon Digest";"8074030";"250395"
"1441";"The Age of Adz";"6851173";"229321"
"1442";"iTunes Live from SoHo";"79596";"6339"
"1443";"Invented";"2282850";"93178"
"1444";"Free Wired";"0";"1"
"1445";"Sidewalks";"2152733";"139281"
"1446";"All Day";"4015298";"99054"
"1447";"What Separates Me From You";"13471634";"324730"
"1448";"Triple J: Hottest 100, Volume 18";"2404";"727"
"1449";"Daft Club";"3766625";"332105"
"1450";"TRON: Legacy";"14476617";"541264"
"1451";"The Late Mixtape";"9303";"5251"
"1452";"The Fall";"4231026";"195522"
"1453";"The King Is Dead";"5949638";"329648"
"1454";"Zonoscope";"4624940";"237040"
"1455";"Kiss Each Other Clean";"2483695";"122963"
"1456";"Kaputt";"3740447";"147709"
"1457";"Helplessness Blues";"14032170";"573813"
"1458";"Angles";"0";"0"
"1459";"James Blake";"13802063";"451731"
"1460";"Is This It";"32230443";"1625544"
"1461";"The King of Limbs";"17924850";"526437"
"1462";"Wounded Rhymes";"10724916";"426976"
"1463";"EP";"1665190";"41322"
"1464";"Take Care, Take Care, Take Care";"3670336";"197961"
"1465";"Vices & Virtues";"6234506";"163908"
"1466";"Tomboy";"3379798";"176668"
"1467";"Live At Governor's Island";"28403";"2914"
"1468";"Nine Types of Light";"3599101";"231463"
"1469";"Supercollider / The Butcher";"220049";"18017"
"1470";"Hot Sauce Committee Part Two";"2913522";"195198"
"1471";"Goblin";"5696624";"166338"
"1472";"Burst Apart";"5569031";"230857"
"1473";"iTunes Session";"0";"1"
"1474";"Codes and Keys";"5988295";"262127"
"1475";"Circuital";"2308935";"168523"
"1476";"Cults";"7561254";"413545"
"1477";"Within and Without";"0";"0"
"1478";"The Rip Tide";"8025596";"383042"
"1479";"Hurry Up, We're Dreaming";"14939643";"486984"
"1480";"In the Mountain in the Cloud";"2529235";"154734"
"1481";"Tourist History";"25651556";"1059990"
"1482";"Ritual Union";"4574964";"251765"
"1483";"Passive Me, Aggressive You";"13406501";"579344"
"1484";"Thursday";"0";"1"
"1485";"Trilogy";"5594508";"207442"
"1486";"Tha Carter IV";"2372732";"228937"
"1487";"I’m With You";"102856";"7872"
"1488";"Strange Mercy";"6206416";"250319"
"1489";"A Night at the Opera";"7667230";"552682"
"1490";"Father, Son, Holy Ghost";"0";"1"
"1491";"Era Extraña";"3976767";"253025"
"1492";"Relax";"1395153";"87486"
"1493";"Freaking Out";"637784";"64316"
"1494";"Hysterical";"850504";"84461"
"1495";"The Whole Love";"2919396";"141841"
"1496";"The Hunter";"5323423";"115827"
"1497";"Metals";"6618493";"276180"
"1498";"People and Things";"939152";"31893"
"1499";"Siberia";"3267781";"83291"
"1500";"Enough Thunder";"1284522";"115198"
"1501";"Odd Soul";"1163161";"67870"
"1502";"Ashes & Fire";"0";"1"
"1503";"Days";"5488282";"207900"
"1504";"Audio, Video, Disco.";"2479339";"194064"
"1505";"Now That's What I Call 30 Years";"18208";"611"
"1506";"Good Vibrations: Thirty Years of The Beach Boys";"315351";"93997"
"1507";"Summer Dreams";"1300818";"364704"
"1508";"Long Live The King";"296004";"37717"
"1509";"Parallax";"2400242";"129200"
"1510";"Live";"13954";"1804"
"1511";"A Very She & Him Christmas";"2290770";"131952"
"1512";"Undun";"0";"1"
"1513";"Lioness: Hidden Treasures";"3348036";"195861"
"1514";"Echoes of Silence";"2394793";"59456"
"1515";"Elvis' Christmas Album";"943745";"248430"
"1516";"The Best of Wham!: If You Were There...";"693876";"240998"
"1517";"Bangarang";"1932609";"84963"
"1518";"The Year of Hibernation";"6323302";"309172"
"1519";"Port of Morrow";"6557398";"330638"
"1520";"Life of Leisure";"4485025";"315470"
"1521";"Reign of Terror";"3123503";"178111"
"1522";"BIRP! February 2012";"23203";"1248"
"1523";"Attack on Memory";"3102396";"146222"
"1524";"Matangi";"4750616";"146808"
"1525";"Be The Void";"1148609";"76501"
"1526";"Visions";"17279785";"436208"
"1527";"Break It Yourself";"2754327";"119894"
"1528";"Bloom";"10869564";"321714"
"1529";"MDNA";"0";"0"
"1530";"MDNA (Deluxe Version)";"1390759";"18195"
"1531";"Happy To You";"2585687";"207660"
"1532";"The Only Place";"2797352";"136727"
"1533";"Noctourniquet";"2103887";"68114"
"1534";"A Wasteland Companion";"1096861";"78681"
"1535";"Sweet Heart Sweet Light";"0";"0"
"1536";"Blunderbuss";"9677965";"361184"
"1537";"The Money Store";"5785433";"149461"
"1538";"Master of My Make-Believe";"3725225";"214552"
"1539";"Ill Communication";"8173877";"700047"
"1540";"Solid Gold Hits";"3235716";"287546"
"1541";"Check Your Head";"0";"1"
"1542";"Hang All DJ's, Volume 3";"23";"16"
"1543";"Neck Of The Woods";"2006104";"99183"
"1544";"Honeycomb / Gotham";"235835";"41326"
"1545";"Vows";"2547807";"106273"
"1546";"Heaven";"1898853";"98148"
"1547";"Here";"2089397";"163113"
"1548";"Celebration Rock";"3090294";"155140"
"1549";"Magic Hour";"433905";"61962"
"1550";"Synthetica";"0";"1"
"1551";"In Our Heads";"3946799";"194234"
"1552";"There's No Leaving Now";"2702668";"112282"
"1553";"The Idler Wheel Is Wiser Than the Driver of the Screw and Whipping Cords Will Serve You More Than Ropes Will Ever Do";"0";"0"
"1554";"Oceania";"1694911";"101012"
"1555";"Oshin";"5514176";"174929"
"1556";"Confess";"2932352";"115981"
"1557";"Swim Good";"538040";"158261"
"1558";"Swing Lo Magellan";"3081715";"135713"
"1559";"Gun Has No Trigger";"112169";"40859"
"1560";"Shrines";"9706576";"294084"
"1561";"Blazin' 2013";"18160";"6474"
"1562";"Yellow & Green";"2355664";"68707"
"1563";"Handwritten";"3038780";"91601"
"1564";"Undersea";"430427";"44142"
"1565";"Beacon";"8057223";"293866"
"1566";"Shields";"6734452";"256310"
"1567";"Coexist";"22686036";"562524"
"1568";"Fragrant World";"2062312";"114258"
"1569";"Four";"2513166";"122298"
"1570";"Centipede Hz";"2579823";"110071"
"1571";"Mature Themes";"1881386";"97115"
"1572";"Nocturne";"4006586";"149931"
"1573";"Infinity Overhead";"735021";"36757"
"1574";"A Thing Called Divine Fits";"1098783";"83267"
"1575";"Sun";"3384154";"193798"
"1576";"The North";"1485530";"67370"
"1577";"The Carpenter";"1660603";"107319"
"1578";"Love This Giant";"1748441";"98281"
"1579";"Mirage Rock";"1697131";"139064"
"1580";"The Sound Of The Life Of The Mind";"627201";"40219"
"1581";"No Love Deep Web";"2688308";"60168"
"1582";"Transcendental Youth";"1194812";"52519"
"1583";"Until the Quiet Comes";"4374092";"77981"
"1584";"Lonerism";"14184020";"418057"
"1585";"'Allelujah! Don't Bend! Ascend!";"701681";"50560"
"1586";"good kid, m.A.A.d city";"9123507";"316435"
"1587";"The Haunted Man";"3846091";"178616"
"1588";"18 Months";"0";"0"
"1589";"(III)";"7828414";"202323"
"1590";"Born to Die - The Paradise Edition";"14857104";"383117"
"1591";"Koi No Yokan";"5095456";"134660"
"1592";"King Animal";"0";"0"
"1593";"Losing You";"186665";"33295"
"1594";"Tracks From The Attic";"0";"1"
"1595";"Vicious Lies and Dangerous Rumors";"847087";"66717"
"1596";"An Awesome Wave";"27648986";"534271"
"1597";"A Charlie Brown Christmas";"2134995";"220462"
"1598";"Fade";"1802532";"116217"
"1599";"Boyhood (Music from the Motion Picture)";"7175";"300"
"1600";"Truant / Rough Sleeper";"363257";"51447"
"1601";"Anything in Return";"3592536";"139373"
"1602";"We Are the 21st Century Ambassadors of Peace & Magic";"2302628";"124103"
"1603";"Wolf's Law";"807449";"50151"
"1604";"Beta Love";"1022628";"88584"
"1605";"Hummingbird";"4042772";"170035"
"1606";"m b v";"2412868";"62463"
"1607";"Rumours";"11531232";"632315"
"1608";"Loveless";"17484241";"577972"
"1609";"Pedestrian Verse";"1516798";"62542"
"1610";"Overgrown";"5283186";"230386"
"1611";"Holy Fire";"9577894";"345820"
"1612";"Bankrupt!";"3354404";"159999"
"1613";"AMOK";"4387319";"113000"
"1614";"Comedown Machine";"5840269";"215604"
"1615";"When It Was Now";"1099162";"90409"
"1616";"You're Nothing";"1332707";"48668"
"1617";"Nightcall";"2341405";"265144"
"1618";"Eject, Part I";"32";"4"
"1619";"Anxiety";"1640202";"87866"
"1620";"OutRun";"3234546";"157143"
"1621";"The Next Day";"3628722";"146542"
"1622";"Odd Look";"176200";"35412"
"1623";"Wondrous Bughouse";"1688407";"104822"
"1624";"Woman";"4083428";"198435"
"1625";"Mosquito";"2330790";"133243"
"1626";"Welcome Oblivion";"1217752";"44702"
"1627";"First Rays of the New Rising Sun";"1143018";"134048"
"1628";"Muchacho";"1836617";"132890"
"1629";"Afraid Of Heights";"1789083";"62323"
"1630";"The Bones of What You Believe";"0";"0"
"1631";"Delta Machine";"0";"0"
"1632";"Modern Vampires of the City";"13360849";"359540"
"1633";"Dear Miss Lonelyhearts";"1216374";"101407"
"1634";"Shaking the Habitual";"2582151";"134225"
"1635";"Wakin On A Pretty Daze";"0";"1"
"1636";"Ghost On Ghost";"1062345";"75824"
"1637";"Indicud";"2537985";"105058"
"1638";"The North Borders";"6197022";"191235"
"1639";"Absolute Summer Hits 2013";"1554";"53"
"1640";"If You Leave";"6220884";"227278"
"1641";"Monomania";"2393882";"94032"
"1642";"Silence Yourself";"2039387";"105157"
"1643";"Sixteen Saltines";"296953";"70313"
"1644";"Over the Love";"58604";"2673"
"1645";"Like Drawing Blood";"0";"1"
"1646";"NRJ 200% Hits 2014";"2221";"201"
"1647";"Volume 3";"1692163";"72877"
"1648";"MCII";"0";"1"
"1649";"Music From Baz Luhrmann's Film The Great Gatsby";"107590";"3037"
"1650";"The Capitol Studios Session";"27248";"5360"
"1651";"Random Access Memories";"0";"0"
"1652";"Trouble Will Find Me";"14634390";"305084"
"1653";"Obsidian";"1880519";"80406"
"1654";"Tomorrow's Harvest";"5936228";"141352"
"1655";"Blurred Lines";"3365862";"360552"
"1656";"The Escapist";"393";"49"
"1657";"...Like Clockwork";"9430820";"265216"
"1658";"Evil Friends";"3853362";"159286"
"1659";"Deep Sounds Vol 2 (The Very Best Of Deep House)";"474";"14"
"1660";"Settle";"7026434";"331427"
"1661";"Born Sinner";"2121861";"102192"
"1662";"Ice on the Dune";"2746068";"117885"
"1663";"Run The Jewels";"0";"1"
"1664";"Slow Focus";"999008";"65864"
"1665";"Edward Sharpe & The Magnetic Zeros";"5265510";"447952"
"1666";"Paracosm";"2421235";"115387"
"1667";"Life In Color Vol. 9 (World's Largest Paint Party)";"1";"1"
"1668";"Body Music";"2495699";"98976"
"1669";"The Civil Wars";"1439668";"95246"
"1670";"Doris";"3986797";"114284"
"1671";"The Love Club EP";"2276344";"197289"
"1672";"Right Thoughts, Right Words, Right Action";"2531188";"71305"
"1673";"Hesitation Marks";"1644307";"290906"
"1674";"Repave";"1850968";"91225"
"1675";"The Worse Things Get, the Harder I Fight, the Harder I Fight, the More I Love You";"389759";"11734"
"1676";"MGMT";"0";"1"
"1677";"Kiss Land";"1724248";"71536"
"1678";"Work Bitch";"429388";"38451"
"1679";"Bravo Black Hits, Volume 30";"29";"19"
"1680";"Spreading Rumours";"971867";"67280"
"1681";"In Rolling Waves";"0";"1"
"1682";"Days Are Gone";"9049836";"277013"
"1683";"This Is... Icona Pop";"1692902";"131209"
"1684";"Old";"3670621";"103703"
"1685";"My Name Is My Name";"1816337";"85297"
"1686";"Psychic";"2618667";"122067"
"1687";"Bitter Rivals";"785543";"47530"
"1688";"Static";"1044088";"63538"
"1689";"Let's Be Still";"1231857";"81152"
"1690";"Fade Away";"539051";"42270"
"1691";"Transformer";"8761908";"783079"
"1692";"The Velvet Underground";"0";"0"
"1693";"The Marshall Mathers LP 2";"1478230";"33521"
"1694";"Free Your Mind";"1143872";"62652"
"1695";"NRJ Extravadance 2014";"2593";"106"
"1696";"Cupid Deluxe";"2629803";"128953"
"1697";"You And The Night";"213002";"17691"
"1698";"Summer Workout Hits";"748";"32"
"1699";"Led Zeppelin II";"0";"0"
"1700";"Led Zeppelin";"0";"0"
"1701";"Sunbather";"2158325";"87882"
"1702";"A Boy Named Charlie Brown";"333411";"52221"
"1703";"Is There Anybody Out There?";"1253023";"134293"
"1704";"Warpaint";"3750380";"132494"
"1705";"Morning Phase";"0";"0"
"1706";"Rave Tapes";"1735598";"82027"
"1707";"Transgender Dysphoria Blues";"1090831";"37385"
"1708";"Supermodel";"3535630";"150398"
"1709";"Mind Over Matter";"1069572";"80424"
"1710";"Montana";"46065";"16544"
"1711";"After the Disco";"0";"0"
"1712";"So Long, See You Tomorrow";"3086413";"155841"
"1713";"Benji";"1790517";"88989"
"1714";"Voices";"1856634";"98779"
"1715";"Love Death Immortality";"1281882";"56888"
"1716";"Burn Your Fire for No Witness";"1891692";"80871"
"1717";"St. Vincent";"0";"0"
"1718";"Eyelid Movies";"6054281";"287591"
"1719";"Atlas";"2941083";"119307"
"1720";"Lost in the Dream";"4555364";"181976"
"1721";"Awake";"0";"0"
"1722";"Live @ Boiler Room";"2984";"726"
"1723";"Spectre";"23320";"8365"
"1724";"Singles";"3039601";"141042"
"1725";"Salad Days";"4689955";"145729"
"1726";"Here and Nowhere Else";"1593442";"68083"
"1727";"It's Album Time";"0";"1"
"1728";"Illmatic";"8917842";"627271"
"1729";"New Eyes";"1508864";"172171"
"1730";"Lazaretto";"0";"0"
"1731";"The New Classic (Deluxe Version)";"3323751";"194459"
"1732";"Surfer Rosa";"8748362";"474731"
"1733";"Everyday Robots";"2523965";"124433"
"1734";"Shriek";"590087";"40648"
"1735";"Nikki Nack";"1023937";"69050"
"1736";"I Never Learn";"3074651";"142871"
"1737";"Sheezus";"1746939";"68832"
"1738";"Nabuma Rubberband";"1141250";"67837"
"1739";"To Be Kind";"0";"1"
"1740";"White Women";"1155865";"72454"
"1741";"Turn Blue";"0";"1"
"1742";"Upside Down Mountain";"639567";"41494"
"1743";"Coffee";"233571";"69812"
"1744";"Are We There";"1589888";"91931"
"1745";"Paste Sampler 143";"9";"7"
"1746";"Sunbathing Animal";"933032";"51898"
"1747";"The Powers That B: Niggas on the Moon";"0";"1"
"1748";"Lazaretto Demos";"232";"80"
"1749";"Stay Gold";"1639786";"96729"
"1750";"Familiars";"1042691";"57866"
"1751";"The Hunting Party";"2749421";"94159"
"1752";"Deep Fantasy";"532880";"27662"
"1753";"Once More ’Round the Sun";"1417";"173"
"1754";"High Road";"41203";"13059"
"1755";"""What Is This Heart?""";"652832";"57032"
"1756";"Break Free";"589982";"117914"
"1757";"The Physical World";"1363696";"67831"
"1758";"I Wanna Get Better";"0";"1"
"1759";"Strange Desire";"771711";"55059"
"1760";"My Everything (Deluxe)";"5063719";"229327"
"1761";"Trouble in Paradise";"1553737";"82399"
"1762";"Never Hungover Again";"0";"1"
"1763";"Everything Will Be Alright in the End";"1207994";"57237"
"1764";"Alvvays";"0";"1"
"1765";"The Voyager";"831574";"61716"
"1766";"They Want My Soul";"0";"1"
"1767";"LP1";"4316653";"152747"
"1768";"Lese Majesty";"855777";"34188"
"1769";"The Runaways";"1297597";"140049"
"1770";"Partners In Crime";"277370";"73303"
"1771";"Worlds";"1008221";"47780"
"1772";"Our Love";"2746327";"129024"
"1773";"My Everything";"2065733";"67532"
"1774";"El Pintor";"2615307";"104378"
"1775";"Evergreen";"751215";"36841"
"1776";"Seeds";"1115780";"71761"
"1777";"We Love Fitness 2";"22";"6"
"1778";"Songs of Innocence";"1928167";"81043"
"1779";"Goddess";"1892460";"90797"
"1780";"London";"1099061";"115669"
"1781";"Alibi";"622";"201"
"1782";"Ryan Adams";"788967";"43567"
"1783";"Brain";"282000";"51807"
"1784";"Drowning";"0";"1"
"1785";"Crush Songs";"667569";"30206"
"1786";"Syro";"2674432";"120770"
"1787";"Bleep: The Top 100 Tracks of 2014";"6658";"227"
"1788";"Too Bright";"1269933";"69058"
"1789";"Tomorrow’s Modern Boxes";"10736";"726"
"1790";"You're Dead!";"3241933";"90037"
"1791";"Sukierae";"1193";"36"
"1792";"Queen of the Clouds";"2193187";"138029"
"1793";"Art Official Age";"407979";"31528"
"1794";"Kauai";"671712";"56107"
"1795";"STN MTN / KAUAI";"55217";"1150"
"1796";"Wonder Where We Land";"1380096";"72852"
"1797";"... and Star Power";"10598";"482"
"1798";"Oh My Darling Don't Cry";"0";"1"
"1799";"Run The Jewels 2";"3346269";"99553"
"1800";"Panda Bear Meets the Grim Reaper";"1121161";"53387"
"1801";"I Forget Where We Were";"1761749";"120267"
"1802";"Mr Noah";"217083";"33895"
"1803";".5: The Gray Chapter";"0";"0"
"1804";"Ruins";"694543";"40844"
"1805";"What A Terrible World, What A Beautiful World";"0";"1"
"1806";"Broke with Expensive Taste";"2669397";"59143"
"1807";"Heavy Metal and Reflective";"61651";"8963"
"1808";"Before the Expensive Taste";"92248";"1823"
"1809";"Xen";"732925";"33221"
"1810";"Motion";"0";"1"
"1811";"The Endless River";"0";"0"
"1812";"Forever and Ever";"1179";"106"
"1813";"Sonic Highways";"1779692";"100819"
"1814";"My Favourite Faded Fantasy";"0";"1"
"1815";"Clark";"832818";"37600"
"1816";"pom pom";"1298871";"52132"
"1817";"Push Pull";"127310";"38353"
"1818";"Prisoners Of Love";"190614";"15209"
"1819";"Monuments To An Elegy";"364945";"31875"
"1820";"200 Press";"21921";"2338"
"1821";"Lampshades On Fire";"167300";"51878"
"1822";"Living For Love";"147297";"26093"
"1823";"Firestone";"1017";"454"
"1824";"Hot N*gga";"171905";"40353"
"1825";"The Hunger Games: Mockingjay, Part 1";"2766";"202"
"1826";"The Eminem Show";"0";"0"
"1827";"Hozier";"3420723";"242095"
"1828";"Did You Hear the Rain?";"0";"1"
"1829";"Christmas Portrait";"408739";"99957"
"1830";"That's Christmas to Me";"320134";"31257"
"1831";"I Can't Stop Drinking About You";"71587";"19394"
"1832";"G.R.L.";"247779";"52236"
"1833";"Warriors";"480652";"85734"
"1834";"X2C";"66153";"16976"
"1835";"Montevallo";"190252";"20554"
"1836";"Undressed";"416329";"67888"
"1837";"Hitbreaker 2/2014 disc 1";"26";"6"
"1838";"All About You";"141544";"24901"
"1839";"The Fox (What Does The Fox Say?)";"69902";"15476"
"1840";"Hall Of Fame";"811760";"48777"
"1841";"100X Zomer 2014";"70";"13"
"1842";"BBC Radio 1's Live Lounge 2013 (Deluxe Version)";"95090";"1993"
"1843";"The Dome, Volume 65";"139";"42"
"1844";;"0";"0"
