"artist_id";"album_id"
"2413";"1664"
"2414";"1668"
"2415";"1667"
"2416";"1669"
"2417";"1670"
"2419";"1674"
"2421";"1682"
"2422";"1684"
"2423";"1685"
"2424";"1686"
"2425";"1689"
"2427";"1691"
"2429";"1696"
"2430";"1701"
"2433";"1703"
"2435";"1704"
"2436";"1706"
"2437";"1707"
"2438";"1710"
"2438";"1721"
"2438";"1722"
"2438";"1723"
"2440";"1712"
"2441";"1713"
"2442";"1714"
"2442";"1718"
"2443";"1715"
"2444";"1716"
"2445";"1720"
"2446";"1724"
"2448";"1725"
"2450";"1727"
"2451";"1729"
"2452";"1733"
"2453";"1734"
"2454";"1735"
"2455";"1740"
"2456";"1739"
"2457";"1743"
"2460";"1744"
"2461";"1745"
"2461";"1746"
"2463";"1749"
"2464";"1752"
"2466";"1755"
"2469";"1757"
"2470";"1758"
"2470";"1759"
"2472";"1762"
"2473";"1779"
"2473";"1780"
"2473";"1781"
"2473";"1783"
"2473";"1784"
"2474";"1764"
"2475";"1765"
"2476";"1767"
"2477";"1768"
"2482";"1769"
"2486";"1770"
"2488";"1771"
"2490";"1775"
"2491";"1785"
"2492";"1786"
"2492";"1787"
"2493";"1788"
"2494";"1789"
"2495";"1791"
"2496";"1796"
"2498";"1801"
"2499";"1803"
"2500";"1804"
"2502";"1809"
"2503";"1815"
"2504";"1816"
"2516";"1823"
"2517";"1831"
"2520";"1825"
"2521";"1843"
"2526";"1837"
"2530";"1828"
"2541";"1829"
"2546";"1832"
"2548";"1836"
